23.902736615096973,54.89877753952597,135
23.90441576279675,54.89856814860989,471
23.90516859137718,54.89790391720086,62
23.902350143906432,54.897975025727376,138
23.90306794928709,54.89896659692299,498
23.90469650659897,54.89861037086118,80
23.90372237390367,54.89951447627702,391
23.90369771705731,54.90023108326479,162
23.902970875188537,54.89708862904881,418
23.902530471248415,54.897615246698656,288
23.904125368627838,54.8975882043736,378
23.90412259361024,54.89950010868678,260
23.90225160352575,54.89960043800304,489
23.90407960985632,54.899557538948756,230
23.903621081950945,54.89787441322053,40
23.9030127794061,54.898798479771486,27
23.903716726183195,54.89893137884912,134
23.903413318138792,54.89841542686672,200
23.904447611416543,54.89866895083464,327
23.904048268786333,54.89781556075469,267
